tweet,label
بخار الماء يقتل فيروس كورونا في الحلق.,misinformation
مرضى الربو يحتاجون لاستخدام البخاخات الموصوفة عند نوبات ضيق التنفس.,accurate
الكمون يزيل الحصى من الكلى تماماً.,misinformation
شرب الماء صباحاً يساعد على تحسين الهضم.,accurate
ممارسة الرياضة تحسن صحة القلب والشرايين.,accurate
تناول الأطعمة الغنية بالألياف يساعد في تحسين حركة الأمعاء.,accurate
تناول الخبز وحده يزيد المناعة.,misinformation
الأشخاص المصابون بالسكري يحتاجون لمتابعة مستوى السكر يومياً للحفاظ على صحتهم.,accurate
الليمون الساخن يعالج السرطان.,misinformation
وضع ملح الليمون على الشعر يجعله ينمو بسرعة هائلة.,misinformation
شرب القهوة باعتدال قد يكون مفيداً لصحة القلب.,accurate
ممارسة المشي 30 دقيقة يومياً تحسّن اللياقة.,accurate
الالتزام بالأدوية الموصوفة يساعد بشكل كبير في السيطرة على الأمراض المزمنة.,accurate
الكركم قادر على علاج أمراض الكبد المزمنة.,misinformation
وضع شريحة بطاطس على القدم يعالج الحمى.,misinformation
لقاحات الأطفال تحميهم من أمراض خطيرة مثل شلل الأطفال.,accurate
الغرغرة بالماء المالح تمنع التهاب الحلق كلياً.,misinformation
شرب الماء الساخن يقضي على الفيروسات داخل الجسم فوراً.,misinformation
ممارسة الرياضة يومياً تساعد على تقليل التوتر وتحسين المزاج.,accurate
غسل اليدين لمدة 20 ثانية يقلل خطر انتقال الأمراض بنسبة كبيرة.,accurate
المشي قبل النوم يساعد على تحسين جودة النوم.,accurate
مرضى الضغط يجب أن يقللوا من تناول الملح.,accurate
تناول العسل على الريق يعالج كورونا.,misinformation
وضع البصل بجانب السرير يمتص الفيروسات.,misinformation
لقاح التهاب الكبد B يحمي من الإصابة بالفيروس بنسبة عالية.,accurate
الليمون مع العسل يذيب الدهون خلال يوم واحد فقط.,misinformation
ممارسة الرياضة تحسن صحة القلب والشرايين.,accurate
شرب الليمون يمنع الإصابة بأي فيروس.,misinformation
التطعيم ضد كورونا يساعد في منع الحالات الشديدة.,accurate
زيت جوز الهند يعالج التهاب الجيوب الأنفية.,misinformation
تناول الحلبة على الريق يعالج التهاب الكبد.,misinformation
زيت الزيتون يمكنه إزالة فيروس الإنفلونزا من الرئتين.,misinformation
الفيتامينات وحدها كافية للوقاية من جميع الأمراض.,misinformation
تقليل تناول الدهون المشبعة يفيد صحة القلب.,accurate
العسل قادر على علاج التهاب الكبد بنسبة 100%.,misinformation
ممارسة المشي 30 دقيقة يومياً تحسّن اللياقة.,accurate
فحص الكوليسترول مفيد لمن هم فوق 40 سنة.,accurate
تقليل تناول الدهون المشبعة يفيد صحة القلب.,accurate
شرب الماء الساخن يقضي على الفيروسات داخل الجسم فوراً.,misinformation
شرب الحبة السوداء يشفي من السكري.,misinformation
التطعيم ضد الإنفلونزا يقلل من شدة المرض إن حدثت الإصابة.,accurate
شرب الحبة السوداء يشفي من السكري.,misinformation
تناول الشاي الأخضر يمنع الإصابة بالزكام للأبد.,misinformation
فحص الدم سنوياً يساعد على الاكتشاف المبكر للأمراض.,accurate
زيت جوز الهند يعالج التهاب الجيوب الأنفية.,misinformation
غسل الخضروات جيداً قبل تناولها يقلل خطر التسمم الغذائي.,accurate
تجنّب التدخين يقلل من خطر أمراض الرئة.,accurate
الأدوية يجب أن تؤخذ فقط تحت إشراف طبيب مختص.,accurate
شرب الحليب يزوّد الجسم بالكالسيوم المهم للعظام.,accurate
الابتعاد عن الشمس يمنع الإصابة بضغط الدم.,misinformation
فحص القلب مهم لمن لديهم تاريخ عائلي للمرض.,accurate
شرب الماء بكثرة يسبب ضعف القلب.,misinformation
التطعيم ضد الإنفلونزا يقلل من شدة المرض إن حدثت الإصابة.,accurate
التطعيمات الدورية للأطفال ضرورية للنمو السليم.,accurate
الالتزام بالأدوية الموصوفة يساعد بشكل كبير في السيطرة على الأمراض المزمنة.,accurate
فحص النظر سنوياً مهم للحفاظ على صحة العيون.,accurate
استخدام زيت النعناع يقي من العدوى الفيروسية.,misinformation
التطعيمات الدورية للأطفال ضرورية للنمو السليم.,accurate
تقليل تناول الدهون المشبعة يفيد صحة القلب.,accurate
السمنة تزيد من مخاطر أمراض القلب والضغط، لذلك يُنصح بممارسة الرياضة يومياً.,accurate
شرب عصير البصل يعالج الربو.,misinformation
القهوة السوداء تُعالج مرض السكري نهائياً.,misinformation
الثوم يقوي القلب ويمنع الجلطات بشكل كامل.,misinformation
مرضى الربو يحتاجون لاستخدام البخاخات الموصوفة عند نوبات ضيق التنفس.,accurate
فحص الأسنان كل 6 أشهر يساعد في كشف مشاكل الفم مبكراً.,accurate
العسل قادر على علاج التهاب الكبد بنسبة 100%.,misinformation
زيت الزيتون يمكنه إزالة فيروس الإنفلونزا من الرئتين.,misinformation
فيتامين د مهم لصحة العظام ويمكن الحصول عليه من أشعة الشمس.,accurate
شرب الليمون قبل النوم يمنع السرطان.,misinformation
شرب الشاي الأخضر قد يساعد في تحسين التمثيل الغذائي.,accurate
المضادات الحيوية يجب أخذها حتى نهاية الجرعة المقررة.,accurate
ارتداء الكمامة يقلل انتقال الأمراض التنفسية.,accurate
التطعيم ضد كورونا يساعد في منع الحالات الشديدة.,accurate
تناول القرفة يومياً يعالج السكري نهائياً.,misinformation
فحص الدم سنوياً يساعد على الاكتشاف المبكر للأمراض.,accurate
الثلج يعالج التهابات الحلق خلال دقائق.,misinformation
اتباع نظام غذائي متوازن يعزز صحة الجسم.,accurate
القهوة السوداء تُعالج مرض السكري نهائياً.,misinformation
ممارسة الرياضة تحسن صحة القلب والشرايين.,accurate
شرب الشاي بعد الطعام مباشرة يسبب حصى الكلى.,misinformation
وضع الليمون على الجلد يعالج الأكزيما.,misinformation
شرب الحليب يزوّد الجسم بالكالسيوم المهم للعظام.,accurate
تناول الشاي الأخضر يمنع الإصابة بالزكام للأبد.,misinformation
تناول الخبز وحده يزيد المناعة.,misinformation
فيتامين د مهم لصحة العظام ويمكن الحصول عليه من أشعة الشمس.,accurate
الثوم يعالج فيروس كورونا بشكل كامل خلال أيام قليلة.,misinformation
الثلج يعالج التهابات الحلق خلال دقائق.,misinformation
شرب الشاي بعد الطعام مباشرة يسبب حصى الكلى.,misinformation
الإكثار من السكريات يزيد خطر السمنة ومرض السكري.,accurate
فحص القلب مهم لمن لديهم تاريخ عائلي للمرض.,accurate
شرب الماء بعد الأكل يسبب السمنة فوراً.,misinformation
فيتامين د مهم لصحة العظام ويمكن الحصول عليه من أشعة الشمس.,accurate
الخل الأبيض يعالج التهابات الرئة بسرعة.,misinformation
الليمون مع العسل يذيب الدهون خلال يوم واحد فقط.,misinformation
لقاحات كوفيد-19 تم اختبارها من جهات علمية موثوقة وتُعد آمنة وفعّالة.,accurate
وضع الليمون على الجلد يعالج الأكزيما.,misinformation
اتباع نظام غذائي متوازن يعزز صحة الجسم.,accurate
تناول الأطعمة الغنية بالألياف يساعد في تحسين حركة الأمعاء.,accurate
العسل قادر على علاج التهاب الكبد بنسبة 100%.,misinformation
ارتداء الكمامة يقلل انتقال الأمراض التنفسية.,accurate
الإكثار من السكريات يزيد خطر السمنة ومرض السكري.,accurate
الأدوية يجب أن تؤخذ فقط تحت إشراف طبيب مختص.,accurate
الخل الأبيض يعالج التهابات الرئة بسرعة.,misinformation
الغرغرة بالماء المالح تمنع التهاب الحلق كلياً.,misinformation
زيت جوز الهند يعالج التهاب الجيوب الأنفية.,misinformation
شرب الأعشاب قد يخفف الأعراض لكنه لا يغني عن العلاج الطبي.,accurate
دهن الظهر بالعسل يعالج التهابات الرئة.,misinformation
سرطان الثدي يمكن اكتشافه مبكراً عبر الفحص الذاتي المنتظم.,accurate
تناول الأطعمة الغنية بالألياف يساعد في تحسين حركة الأمعاء.,accurate
النوم أقل من 3 ساعات يومياً يزيد المناعة.,misinformation
المشروبات الغازية تنظف الكلى.,misinformation
شرب كميات كافية من الماء يساعد على تحسين وظائف الكلى.,accurate
تناول الخضروات والفواكه يمد الجسم بالفيتامينات الضرورية.,accurate
غسل اليدين لمدة 20 ثانية يقلل خطر انتقال الأمراض بنسبة كبيرة.,accurate
زيت جوز الهند يعالج التهاب الجيوب الأنفية.,misinformation
النوم على الأرض يعالج آلام الظهر نهائياً.,misinformation
شرب الماء بعد الأكل يسبب السمنة فوراً.,misinformation
ممارسة الرياضة تحسن صحة القلب والشرايين.,accurate
غسل اليدين لمدة 20 ثانية يقلل خطر انتقال الأمراض بنسبة كبيرة.,accurate
فحص الدم سنوياً يساعد على الاكتشاف المبكر للأمراض.,accurate
بعض حالات الصداع تنتج عن قلة النوم.,accurate
المشروبات الغازية تنظف الكلى.,misinformation
تناول الزنجبيل يقي تماماً من السرطان.,misinformation
تناول القرفة يومياً يعالج السكري نهائياً.,misinformation
رش الكحول على الملابس يمنع العدوى طوال اليوم.,misinformation
الخل الأبيض يعالج التهابات الرئة بسرعة.,misinformation
تناول الخضروات والفواكه يمد الجسم بالفيتامينات الضرورية.,accurate
لقاحات كوفيد-19 تم اختبارها من جهات علمية موثوقة وتُعد آمنة وفعّالة.,accurate
الحجامة تعالج جميع الأمراض.,misinformation
الليمون مع العسل يذيب الدهون خلال يوم واحد فقط.,misinformation
الثوم يقوي القلب ويمنع الجلطات بشكل كامل.,misinformation
الخل الأبيض يعالج التهابات الرئة بسرعة.,misinformation
شرب الحليب يزوّد الجسم بالكالسيوم المهم للعظام.,accurate
الابتعاد عن الشمس يمنع الإصابة بضغط الدم.,misinformation
شرب الليمون قبل النوم يمنع السرطان.,misinformation
لقاحات الأطفال تحميهم من أمراض خطيرة مثل شلل الأطفال.,accurate
العكبر يقضي على فيروس كورونا فوراً.,misinformation
فحص الكوليسترول مفيد لمن هم فوق 40 سنة.,accurate
شرب الماء بكثرة مفيد للجلد وصحته.,accurate
الكركم قادر على علاج أمراض الكبد المزمنة.,misinformation
فحص الكوليسترول مفيد لمن هم فوق 40 سنة.,accurate
الفيتامينات وحدها كافية للوقاية من جميع الأمراض.,misinformation
القهوة السوداء تُعالج مرض السكري نهائياً.,misinformation
مضادات الحيوية لا تُستخدم لعلاج الفيروسات بل البكتيريا فقط.,accurate
الليمون الساخن يعالج السرطان.,misinformation
الفيتامينات وحدها كافية للوقاية من جميع الأمراض.,misinformation
وضع البصل بجانب السرير يمتص الفيروسات.,misinformation
رش الكحول على الملابس يمنع العدوى طوال اليوم.,misinformation
استخدام زيت النعناع يقي من العدوى الفيروسية.,misinformation
تناول القرفة يومياً يعالج السكري نهائياً.,misinformation
لقاحات الأطفال تحميهم من أمراض خطيرة مثل شلل الأطفال.,accurate
وضع البصل بجانب السرير يمتص الفيروسات.,misinformation
مضادات الحيوية لا تُستخدم لعلاج الفيروسات بل البكتيريا فقط.,accurate
سرطان الثدي يمكن اكتشافه مبكراً عبر الفحص الذاتي المنتظم.,accurate
شرب كميات كافية من الماء يساعد على تحسين وظائف الكلى.,accurate
تناول العسل على الريق يعالج كورونا.,misinformation
شرب الشاي الأخضر قد يساعد في تحسين التمثيل الغذائي.,accurate
المشروبات الغازية تنظف الكلى.,misinformation
الرياضة المنتظمة تخفّض خطر الإصابة بالسكري من النوع الثاني.,accurate
النوم على الأرض يعالج آلام الظهر نهائياً.,misinformation
وضع شريحة بطاطس على القدم يعالج الحمى.,misinformation
شرب العسل مع القرفة يقضي على البكتيريا فوراً.,misinformation
النوم الكافي يساعد في تحسين الصحة النفسية والجسدية.,accurate
الخل الأبيض يعالج التهابات الرئة بسرعة.,misinformation
شرب الحبة السوداء يشفي من السكري.,misinformation
الكركم قادر على علاج أمراض الكبد المزمنة.,misinformation
فحص القلب مهم لمن لديهم تاريخ عائلي للمرض.,accurate
النوم على الأرض يعالج آلام الظهر نهائياً.,misinformation
ممارسة الرياضة تحسن صحة القلب والشرايين.,accurate
التطعيمات الدورية للأطفال ضرورية للنمو السليم.,accurate
زيت الخروع يعالج السكري تماماً.,misinformation
النوم الكافي يساعد في تحسين الصحة النفسية والجسدية.,accurate
شرب الماء الساخن يقضي على الفيروسات داخل الجسم فوراً.,misinformation
زيت جوز الهند يعالج التهاب الجيوب الأنفية.,misinformation
شرب الماء البارد يسبب النوبة القلبية.,misinformation
فحص الدم سنوياً يساعد على الاكتشاف المبكر للأمراض.,accurate
الأدوية يجب أن تؤخذ فقط تحت إشراف طبيب مختص.,accurate
الرياضة المنتظمة تخفّض خطر الإصابة بالسكري من النوع الثاني.,accurate
المشروبات الغازية تنظف الكلى.,misinformation
سرطان الثدي يمكن اكتشافه مبكراً عبر الفحص الذاتي المنتظم.,accurate
ارتداء الكمامة يقلل انتقال الأمراض التنفسية.,accurate
المشي قبل النوم يساعد على تحسين جودة النوم.,accurate
منظمة الصحة العالمية توصي بشرب الماء بانتظام للحفاظ على نشاط الجسم.,accurate
فحص الدم سنوياً يساعد على الاكتشاف المبكر للأمراض.,accurate
زيت الخروع يعالج السكري تماماً.,misinformation
الغرغرة بالماء المالح تمنع التهاب الحلق كلياً.,misinformation
فيتامين د مهم لصحة العظام ويمكن الحصول عليه من أشعة الشمس.,accurate
الثوم يقوي القلب ويمنع الجلطات بشكل كامل.,misinformation
النوم على الأرض يعالج آلام الظهر نهائياً.,misinformation
فحص الأسنان كل 6 أشهر يساعد في كشف مشاكل الفم مبكراً.,accurate
شرب القرفة مع الليمون يعالج الحساسية.,misinformation
وضع الليمون على الجلد يعالج الأكزيما.,misinformation
زيت الخروع يعالج السكري تماماً.,misinformation
وضع البصل بجانب السرير يمتص الفيروسات.,misinformation
غسل الخضروات جيداً قبل تناولها يقلل خطر التسمم الغذائي.,accurate
التطعيم ضد كورونا يساعد في منع الحالات الشديدة.,accurate
شرب كأس ماء قبل النوم يمنع الجلطات بنسبة 100%.,misinformation
السمنة تزيد من مخاطر أمراض القلب والضغط، لذلك يُنصح بممارسة الرياضة يومياً.,accurate
الرياضة المنتظمة تخفّض خطر الإصابة بالسكري من النوع الثاني.,accurate
زيت الزيتون يمكنه إزالة فيروس الإنفلونزا من الرئتين.,misinformation
الليمون الساخن يعالج السرطان.,misinformation
كورونا مجرد إنفلونزا بسيطة ولا يحتاج أي علاج.,misinformation
بعض حالات الصداع تنتج عن قلة النوم.,accurate
